Employee_ID,Age,Gender,City,Department,Education,Experience,Performance_Score,Salary
E0398,23.0,Female,Mumbai,HR,Master's,22,9,155513.64
E0399,52.0,Female,Bangalore,Operations,PhD,21,10,171105.76
E0400,21.0,Female,Mumbai,Operations,Bachelor's,2,4,52673.99
E0401,49.0,Female,Delhi,Operations,Master's,16,2,110591.04
E0402,54.0,Female,Chennai,HR,Master's,12,9,127520.71
E0403,59.0,Female,Hyderabad,IT,Master's,2,3,73687.06
E0404,49.0,Female,Mumbai,HR,Bachelor's,6,6,81239.81
E0405,42.0,Male,Bangalore,IT,Master's,4,5,80780.05
E0406,23.0,Male,Mumbai,HR,PhD,17,5,116627.44
E0407,36.0,Male,Chennai,Finance,Bachelor's,24,7,159292.09
E0408,23.0,Male,Mumbai,Sales,Bachelor's,2,4,59248.0
E0409,45.0,Female,Hyderabad,Finance,Bachelor's,11,1,91184.08
E0410,27.0,Male,Mumbai,Finance,Bachelor's,11,8,106311.41
E0411,41.0,Male,Hyderabad,Finance,Master's,12,10,122561.53
E0412,48.0,Male,Bangalore,HR,PhD,19,9,143813.95
E0413,23.0,Male,Bangalore,HR,Master's,9,3,90480.97
E0414,35.0,Male,Chennai,Finance,Bachelor's,23,7,156723.67
E0415,52.0,Female,Chennai,HR,Bachelor's,13,6,114356.52
E0416,53.0,Female,Chennai,HR,Bachelor's,11,8,112218.25
E0417,30.0,Male,Delhi,Operations,Bachelor's,20,2,131282.12
E0418,59.0,Male,Bangalore,Finance,Master's,14,8,134165.8
E0419,59.0,Female,Bangalore,Finance,Bachelor's,9,6,96399.82
E0420,47.0,Female,Hyderabad,Operations,Bachelor's,17,4,125768.54
E0421,39.0,Male,Bangalore,Operations,Bachelor's,1,10,70138.2
E0422,39.0,Male,Bangalore,HR,Master's,13,7,120223.57
E0423,42.0,Female,Chennai,IT,Master's,9,10,108816.72
E0424,55.0,Female,Hyderabad,Operations,Bachelor's,7,9,108087.23
E0425,36.0,Male,Chennai,IT,Master's,3,5,72099.07
E0426,31.0,Female,Hyderabad,Finance,Bachelor's,21,8,157821.35
E0427,45.0,Male,Mumbai,HR,Master's,24,6,161491.06
E0428,49.0,Male,Delhi,IT,Bachelor's,16,6,128851.23
E0429,50.0,Female,Hyderabad,Finance,Bachelor's,7,1,78616.03
E0430,22.0,Female,Chennai,IT,Master's,14,5,114979.78
E0431,29.0,Female,Delhi,Operations,PhD,5,3,66572.29
E0432,31.0,Female,Delhi,HR,PhD,8,10,101897.06
E0433,21.0,Female,Hyderabad,Finance,Master's,20,8,149661.57
E0434,46.0,Male,Delhi,HR,PhD,22,2,133562.94
E0435,52.0,Female,Bangalore,IT,Master's,18,8,154645.07
E0436,50.0,Male,Bangalore,Operations,Bachelor's,4,5,77527.21
E0437,37.0,Female,Mumbai,IT,Master's,18,7,140515.54
E0438,38.0,Male,Delhi,HR,Bachelor's,12,1,100320.06
E0439,57.0,Female,Bangalore,HR,Bachelor's,0,2,50016.14
E0440,39.0,Male,Mumbai,Sales,Bachelor's,2,6,70430.84
E0441,49.0,Male,Delhi,Operations,Master's,10,6,112292.42
E0442,50.0,Female,Hyderabad,Finance,Bachelor's,24,7,170213.0
E0443,45.0,Male,Mumbai,HR,Bachelor's,4,3,73972.85
E0444,50.0,Male,Chennai,Finance,PhD,15,3,114681.89
E0445,57.0,Male,Mumbai,IT,Master's,18,1,130488.06
E0446,50.0,Female,Mumbai,IT,Bachelor's,8,1,83343.03
E0447,45.0,Male,Delhi,IT,Bachelor's,7,6,90328.24
E0448,57.0,Male,Chennai,Finance,Bachelor's,22,7,156189.03
E0449,30.0,Male,Delhi,Sales,Bachelor's,20,8,150303.79
E0450,24.0,Male,Chennai,Sales,Bachelor's,24,8,157505.13
E0451,54.0,Male,Hyderabad,Finance,Master's,15,6,130776.44
E0452,32.0,Male,Bangalore,Sales,Bachelor's,1,9,79576.91
E0453,53.0,Male,Bangalore,IT,Master's,25,10,181780.4
E0454,50.0,Male,Chennai,Sales,Bachelor's,15,9,139173.53
E0455,44.0,Male,Chennai,IT,Bachelor's,4,8,80272.39
E0456,56.0,Female,Mumbai,Sales,Bachelor's,14,4,123108.43
E0457,32.0,Female,Chennai,Finance,Bachelor's,4,8,71148.01
E0458,54.0,Female,Delhi,IT,Bachelor's,24,9,176524.96
E0459,31.0,Female,Mumbai,HR,Master's,6,4,70935.0
E0460,38.0,Male,Mumbai,Finance,Master's,11,4,95282.23
E0461,55.0,Male,Delhi,IT,Bachelor's,21,2,136889.56
E0462,52.0,Female,Mumbai,Finance,Master's,9,6,111229.69
E0463,49.0,Male,Chennai,IT,Bachelor's,4,3,66913.5
E0464,44.0,Female,Mumbai,Finance,Bachelor's,9,2,94682.2
E0465,43.0,Female,Mumbai,Sales,Bachelor's,22,6,154116.11
E0466,25.0,Female,Chennai,IT,Bachelor's,15,1,99423.39
E0467,29.0,Female,Bangalore,IT,Master's,15,5,116790.87
E0468,54.0,Male,Delhi,HR,Bachelor's,19,8,151354.71
E0469,32.0,Male,Chennai,HR,Bachelor's,19,8,143893.63
E0470,37.0,Female,Chennai,Finance,Master's,19,3,135377.99
E0471,60.0,Female,Hyderabad,Finance,Bachelor's,10,1,85591.16
E0472,21.0,Male,Delhi,Finance,Bachelor's,20,7,143147.84
E0473,29.0,Female,Delhi,Sales,Bachelor's,12,4,101088.64
E0474,29.0,Male,Mumbai,HR,PhD,23,4,149457.84
E0475,43.0,Male,Bangalore,IT,Bachelor's,7,5,84591.27
E0476,29.0,Female,Bangalore,HR,Bachelor's,3,9,88489.37
E0477,22.0,Female,Chennai,Sales,Bachelor's,10,9,108306.87
E0478,23.0,Female,Hyderabad,IT,Bachelor's,12,9,110510.25
E0479,56.0,Male,Mumbai,Finance,Master's,2,1,56907.48
E0480,59.0,Male,Mumbai,IT,PhD,15,9,139106.44
E0481,31.0,Female,Chennai,IT,Bachelor's,16,4,116332.24
E0482,38.0,Female,Hyderabad,Operations,Bachelor's,4,3,72354.18
E0483,25.0,Male,Delhi,HR,Bachelor's,13,7,108163.72
E0484,43.0,Female,Chennai,Sales,Bachelor's,23,1,155515.29
E0485,32.0,Female,Delhi,IT,Bachelor's,5,3,67420.23
E0486,44.0,Male,Mumbai,IT,Bachelor's,16,8,135302.45
E0487,44.0,Female,Chennai,Sales,Bachelor's,18,9,146888.39
E0488,58.0,Male,Bangalore,Operations,Bachelor's,6,6,95597.35
E0489,22.0,Female,Hyderabad,Operations,Bachelor's,14,7,106146.33
E0490,42.0,Female,Chennai,Operations,Bachelor's,14,5,117208.55
E0491,56.0,Male,Chennai,Finance,Master's,1,8,81103.19
E0492,34.0,Male,Delhi,Sales,Master's,15,9,129817.65
E0493,29.0,Male,Chennai,HR,Bachelor's,9,10,110066.48
E0494,38.0,Male,Hyderabad,Finance,Master's,3,3,72338.27
E0495,51.0,Male,Mumbai,Operations,Master's,9,1,81473.2
E0496,33.0,Female,Mumbai,Operations,Bachelor's,16,8,128105.86
E0497,45.0,Male,Mumbai,Sales,Bachelor's,19,9,152176.97
E0498,51.0,Female,Delhi,IT,Master's,25,3,161335.41
E0499,45.0,Male,Bangalore,Sales,Bachelor's,11,10,121561.34
E0500,55.0,Female,Hyderabad,Sales,Bachelor's,7,7,94561.32
E0501,48.0,Female,Chennai,Finance,Bachelor's,0,4,53946.85
E0502,28.0,Male,Delhi,Sales,Master's,20,2,125587.98
E0503,47.0,Male,Mumbai,HR,Master's,9,5,100442.91
E0504,22.0,Male,Hyderabad,IT,Master's,23,3,154627.46
E0505,55.0,Female,Bangalore,Sales,Master's,21,8,161518.2
E0506,55.0,Female,Chennai,HR,Master's,10,2,87947.98
E0507,32.0,Male,Hyderabad,HR,Master's,3,2,66733.37
E0508,46.0,Female,Bangalore,IT,Bachelor's,8,1,78877.94
E0509,35.0,Female,Hyderabad,IT,PhD,23,10,172829.56
E0510,58.0,Male,Delhi,Finance,PhD,17,1,125116.73
E0511,43.0,Female,Hyderabad,HR,Bachelor's,19,2,128853.07
E0512,34.0,Female,Chennai,Sales,Bachelor's,25,1,148737.78
E0513,27.0,Male,Hyderabad,IT,PhD,11,8,98483.4
E0514,28.0,Female,Hyderabad,IT,Master's,17,9,143226.48
E0515,23.0,Female,Mumbai,Finance,Master's,14,10,114297.45
E0516,56.0,Female,Bangalore,IT,Master's,12,7,127814.33
E0517,52.0,Female,Bangalore,HR,Master's,25,5,166623.97
E0518,23.0,Male,Chennai,Sales,Master's,2,3,44217.81
E0519,40.0,Female,Bangalore,Sales,Bachelor's,20,4,140571.24
E0520,52.0,Male,Delhi,Operations,Master's,13,6,128981.23
E0011,22.0,Female,Mumbai,IT,Master's,9,7,101406.31
E0021,59.0,Male,Chennai,Sales,Bachelor's,16,8,142087.02
